M_mean,M_variance,M_skewness,M_kurtosis,P_mean,P_variance,P_skewness,P_kurtosis,Class,MFCC_Mean,MFCC_Variance,Delta_Mean,Delta_Variance,DoubleDelta_Mean,DoubleDelta_Variance
0.0120030302313546,0.000384799711466564,5.11148271164354,57.0547217646473,0.526955458587202,0.0410308608785415,0.0198234530971881,2.2378578409177,NaturalReader,-0.738976909676539,38.9896126133467,-0.002639783753929,0.496114102615084,-0.00194053665414273,0.622485235066773
0.00876818184910501,0.00033754334779765,6.89832116785658,96.9536380884209,0.400298525702117,0.0157759344875935,0.494652141915796,3.24839952935324,NaturalReader,-1.20516511260197,58.967185172866,0.00948397627435057,0.383947792860881,-0.00395307711736938,0.304230843039747
0.0161337309798369,0.000639362189310239,4.50616622183583,41.8559947448084,0.48178266643227,0.0412035460624443,-0.0219687141590772,2.25702291274664,NaturalReader,-0.836480514684542,43.3589674314893,0.00117203898629335,0.447509430038189,-0.00389399732677243,0.42550213390094
0.0089656164772021,0.000351666570393778,6.57944217180207,86.7231120458005,0.485770969466066,0.0414933387020261,-0.0177868452801572,2.20947339259125,NaturalReader,-0.542836923812477,32.2028359875896,3.65784550206239e-05,0.349414554534229,-0.00229222977700591,0.3557301551816
0.0150764028424381,0.000579754759539007,4.78496901340619,47.1370993580301,0.534912943041816,0.0415025364673613,-0.00109099527684511,2.20098670004094,NaturalReader,-0.916619933038574,47.7630092153644,-0.00159624234063049,0.522986605864312,-0.0018155910233613,0.554036855397386
0.0139457914243818,0.00057507822478643,4.6474211919931,44.2363518665244,0.525279427364691,0.0395695769056284,0.00295013743175465,2.30773930300273,NaturalReader,-0.579779616961684,32.7774680556617,0.00182535553085827,0.318983663587751,-0.00142676216309697,0.331635314327794
0.0143491457155649,0.000467584572710806,5.19737768214746,61.9253668044969,0.546628968746302,0.0511319498110685,-0.0330713329896751,2.03702123263018,NaturalReader,-1.15371352588698,54.7742634857897,-0.000264152140108863,0.340188776013372,-0.00233301320447732,0.331116507020928
0.0193428622776216,0.00083815791489574,3.98594241120108,31.7181044358779,0.475564732649539,0.0420597935571827,-0.0187809025018676,2.1929380273074,NaturalReader,-0.641185756720257,30.5512765240264,0.00102018706680332,0.600204298589245,-0.00312364463546665,0.625104453803608
0.0237487426149723,0.00128447284777679,3.79653438169744,27.1248158365129,0.548979580150342,0.00810925375599689,-0.361223001059181,4.59155750460671,NaturalReader,-0.931183877445894,47.7413600524697,-0.000619448142587839,0.577565432140062,-0.00558733182793111,0.559293273488522
0.0156497983006962,0.000650176414851646,5.23869714408538,58.6392889631059,0.555481215138479,0.0124211395184316,-0.58743683019833,3.46595143811679,NaturalReader,-0.679160239658332,38.4983730712769,-0.00351898741157564,0.300527610110989,-0.00135441282157547,0.294366524851782
