M_mean,M_variance,M_skewness,M_kurtosis,P_mean,P_variance,P_skewness,P_kurtosis,Class,MFCC_Mean,MFCC_Variance,Delta_Mean,Delta_Variance,DoubleDelta_Mean,DoubleDelta_Variance
0.0665253811563031,0.00207420139281973,2.56052768029786,17.7001245362508,0.522811042707216,0.0403029610020453,0.00863090566968654,2.25028901975407,SpikAI,-1.0998249535596,38.6853585386794,0.00724706929785962,0.385074506317605,-0.00260718902758817,0.4113699790415
0.00873191454957998,0.000328553516451423,7.303439154458,100.230762006848,0.542621755804677,0.0395857367712843,-0.00918618671774839,2.27268063741569,SpikAI,-0.684274304082532,19.6195228813424,0.00775176170372662,0.565202939556194,-0.00302660474691009,0.628207434103262
0.0869030767933337,0.00296967078456013,1.92786121788401,10.1426118741497,0.522981535532183,0.0434013357185882,0.0356724106796176,2.16272635155172,SpikAI,-0.688022696154539,18.4285173205707,0.00869915413295381,0.425388906126855,-0.000808274813460477,0.480619660071768
0.0376673546516578,0.0023524502459403,4.18698369672099,31.3465926022278,0.341859697195714,0.019055165621956,0.421651117277754,3.0292876034497,SpikAI,-0.668154804552254,21.9410916563741,0.00141634083205222,0.52727782868935,-0.00188042907552899,0.759176425219954
0.0556331868552959,0.00233971459032881,2.61156642774165,14.6038070599417,0.516386355044851,0.038184903065081,0.0476368681289016,2.26219052353235,SpikAI,-0.571083164850003,19.6759890077887,0.00785149508253683,0.596281266793597,-0.00337387856931111,0.70359268782771
0.0347232786119036,0.00104550753897623,3.36777811674566,26.3536783890373,0.40660132375606,0.0281700262531171,0.151834235377626,2.63351748357777,SpikAI,-0.74944773050545,21.72380270995,0.00774486855068454,0.532217480133415,-0.00193681100889224,0.614077666008773
0.0672105372936517,0.00205601689361536,2.1846843026533,12.5066725742934,0.519948248691019,0.0429494784189392,0.00682696493087127,2.19052683503867,SpikAI,-0.737473877051457,19.5252526270173,0.00732116964552113,0.47911634927963,-0.00272926640704141,0.532390988312762
0.0813320881995169,0.0027960740215219,2.15955801310389,12.3694750590542,0.533225520664231,0.0376520716780587,-0.0450164532045871,2.27478328137283,SpikAI,-1.00188422017588,30.7611154046595,0.00754773451171418,0.530026467703522,-0.00112351498353406,0.597982737622043
0.0151158352307158,0.000722540138145966,7.66361627886264,118.844108251784,0.518560089876469,0.0114690688547628,0.321718576007664,3.41946808773185,SpikAI,-0.56172285802794,18.2391124600207,0.00850664242811218,0.429455801378105,-0.000995968255839435,0.529299190536966
0.0291881768419862,0.00146089572504357,4.39167643461082,35.8330198929258,0.444773756240733,0.0319327782796723,0.0738409785865131,2.40368967890477,SpikAI,-0.628707624706488,18.3526821839095,0.00857634743868762,0.48222705380578,-0.000751749456882133,0.623422476917628
0.0262958452366422,0.00137639846745998,5.20555957356456,50.7903171895209,0.547250085524309,0.0382486869590866,0.00687960241376331,2.25283502320636,SpikAI,-0.610263589449222,19.6257484543085,0.00750546658998354,0.646114374344395,-0.00275912267093334,0.780285846018024
0.0277613903194109,0.00160225072260832,4.6926721923702,38.6566336648816,0.607193694431223,0.0301858639379993,-0.250038662065675,2.59753498380762,SpikAI,-1.02491569793341,38.8778701550599,0.00881255883080585,0.595793921182841,-0.00457924190003465,0.618199018732597
0.075506310807392,0.00224181487710807,2.06603757877481,11.5906683532174,0.479837529939797,0.043988168193055,-0.000320671795022752,2.16619380598078,SpikAI,-0.754193162200092,21.528534223197,0.00866928937833241,0.534671120405539,-0.00467108976689077,0.543739452846792
0.0879112783704665,0.0030699780656578,2.07934258173904,11.598696109002,0.481971615573637,0.0471344511580914,0.0155300726397363,2.20997850972478,SpikAI,-0.9501907311759,29.649772268751,0.00291778831846217,0.428519856824403,-0.00477060580661732,0.446139285799518
0.0260960377404839,0.00138505810046632,4.81018024770513,44.4559035175566,0.460338376181001,0.0399355079860133,0.00366067391757465,2.29698422145628,SpikAI,-0.765301175150398,27.3826264868339,0.00900300401274022,0.511583153503822,-0.00285464026599644,0.567838174704532
0.0387515769863094,0.00147920838462568,3.50396903912547,26.4989099385133,0.550091005745542,0.0445778381642609,-0.0322368625364612,2.28086796290054,SpikAI,-0.910211685144467,30.2659382944002,9.94187005966759e-05,0.509779085571237,-0.00180329614432287,0.653300380544481
0.021151518546971,0.000765290986813758,5.00697558377328,50.2941786574512,0.430766593914258,0.0343952308519248,0.0967629799641748,2.29019401331423,SpikAI,-0.681590124691726,23.0555504188391,0.00869008881912028,0.789234610429359,-0.00470416531224782,0.852153196074549
0.0298604397359049,0.000591671485744166,3.96906238241326,42.4555625133114,0.572202660416365,0.0363188163332116,0.00359062301253011,2.28950973037477,SpikAI,-0.657894419748655,18.6161177370357,0.00855284935479378,0.460477389989138,-0.00119296743205964,0.524418099135671
0.0276361029801499,0.000794502100316148,4.12662804422265,37.5808759753333,0.525819935442894,0.0293764613219166,-0.00228116702411137,2.58502024744683,SpikAI,-0.831293151139428,23.6677747225315,0.00665961750609039,0.440079490714242,-0.00122481080818916,0.580454987222831
0.0303237346513777,0.00131900351832066,4.06555929144638,35.4503266473443,0.531706555992965,0.0330249867221936,-0.0213374477245628,2.39501036526121,SpikAI,-0.626206261253792,20.2364299146985,0.00803402023094231,0.600560823616687,-0.00126953916980629,0.75682155771677
0.0152944823836719,0.000711383320474329,6.94444102146505,96.9633803853623,0.444131849569098,0.0406301031707168,0.0641853912855124,2.27212142240351,SpikAI,-0.85445148784085,29.1296952935903,-0.000486789741706907,0.40108039189468,-0.00220521660881445,0.427594912649876
0.0152944823836719,0.000711383320474329,6.94444102146505,96.9633803853623,0.444131849569098,0.0406301031707168,0.0641853912855124,2.27212142240351,SpikAI,-0.85445148784085,29.1296952935903,-0.000486789741706907,0.40108039189468,-0.00220521660881445,0.427594912649876
0.0266693286674883,0.00111377356938268,4.98614315083634,49.9145646200726,0.539075883258316,0.0375384640354701,-0.0159054919801139,2.25759777375963,SpikAI,-0.717588140316345,21.7372060073476,0.00547250242224771,0.841924990969273,-0.00251194559770986,1.07765708047795
0.0214623190035392,0.000541532594867495,5.21226758007305,65.7506176802135,0.534832343585533,0.0352930427946928,0.0194645790659662,2.32967337251629,SpikAI,-0.725533241854513,17.9931375483183,0.00750113409088859,0.521113544777868,-9.08277752081678e-05,0.575772647631279
0.059394238890633,0.00266081107942664,2.91211774654717,18.2949222987935,0.519336723859264,0.0350383823851442,0.0117339882082062,2.41114689869258,SpikAI,-0.761694587403773,21.8607498220629,0.00568339164808719,0.71088671085553,-0.0028208165866981,0.792831325471252
0.0553757385399781,0.0024312240288871,2.84868787616705,17.6435165136014,0.483903828638256,0.0419582888915883,-0.00914884711398224,2.25007204777074,SpikAI,-0.597331699306286,19.3943920525841,0.0073561635792887,0.586143061519719,-0.00421576280962799,0.692397011017416
0.088515379931418,0.00355216953020961,2.03273832130213,10.7638019810903,0.538305455445815,0.0375067590114111,-0.0225114303754249,2.32499165432764,SpikAI,-0.745236990253439,19.080248425508,0.00836220382688357,0.443623941503752,-0.000900423833203417,0.443067417663994
0.0622872685476392,0.00301927850088205,2.98576326557121,19.4094875512541,0.469012613704168,0.0399741452090696,0.0366782428617952,2.27950373751649,SpikAI,-0.51814059344298,17.7688794075536,0.00764720040296529,0.471327010969232,-0.00199144451032449,0.676107111770308
0.00930795372872459,0.000321653356037392,8.8665467434657,153.902126902106,0.567953628117581,0.0315695563941097,-0.210943557799697,2.73357991961557,SpikAI,-0.508528847035422,16.7181690299238,0.0082121313695824,0.340524284490076,-0.000924898807062057,0.445497424682946
0.0239226299744394,0.000785293440781297,5.63930031985657,70.637953893626,0.523294584754165,0.0423161109389562,0.0166068964171372,2.23713598922679,SpikAI,-0.591733033128624,17.6599112708609,0.00768979451720071,0.362793175871924,-0.000253796915890424,0.474417527310257
0.0348263966619657,0.00109357959380555,3.37056819034024,26.4428539370745,0.431286648806541,0.0315321335781455,0.0500256276860584,2.33457137107557,SpikAI,-0.618414297801716,19.3810859689256,0.00766898592618167,0.543359898872881,-0.00219948262667492,0.70148138979883
